App1 - SLLC,App1 - DRAM,App1 - NET,App2 - SLLC,App2 - DRAM,App2 - NET,App3 - SLLC,App3 - DRAM,App3 - NET,Nivel de interferencia
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Medio,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo,Muito alto,Muito baixo,Muito baixo
Muito baixo,Baixo,Muito alto,Muito baixo,Muito alto,Muito baixo,Muito baixo,Muito baixo,Baixo,Muito baixo
Muito baixo,Muito alto,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Baixo,Baixo,Muito alto,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Baixo,Muito baixo,Muito alto,Muito baixo,Muito baixo,Muito baixo,Baixo,Baixo,Medio,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Baixo,Baixo,Muito baixo,Muito alto,Muito alto,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Medio,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Baixo,Baixo,Muito alto,Muito alto,Muito baixo
Baixo,Muito baixo,Muito alto,Baixo,Muito baixo,Muito alto,Muito baixo,Muito baixo,Medio,Muito baixo
Muito baixo,Muito alto,Muito alto,Muito alto,Muito alto,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Baixo,Baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Baixo,Muito alto,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Baixo,Baixo,Muito baixo,Muito alto,Muito baixo,Baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Baixo,Muito baixo,Baixo,Baixo,Baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Baixo,Muito alto,Muito alto,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito alto,Baixo,Muito baixo,Baixo,Muito baixo,Muito alto,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Baixo,Baixo,Baixo,Medio,Muito baixo,Muito baixo,Muito alto,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Baixo,Muito baixo,Baixo,Muito baixo,Baixo,Baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Baixo,Baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Baixo,Baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito alto,Muito alto,Baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Baixo,Medio,Muito baixo
Baixo,Baixo,Muito baixo,Muito baixo,Muito baixo,Muito alto,Baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Baixo,Baixo,Muito baixo,Muito baixo,Muito baixo,Muito alto,Muito alto,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito alto,Muito baixo,Baixo,Muito baixo,Muito baixo,Muito baixo,Baixo,Muito alto,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Medio,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Medio,Muito baixo
Muito baixo,Baixo,Muito baixo,Muito baixo,Muito alto,Baixo,Muito alto,Muito baixo,Medio,Muito baixo
Baixo,Muito baixo,Muito alto,Muito baixo,Muito alto,Muito baixo,Muito baixo,Muito alto,Medio,Muito baixo
Muito baixo,Muito alto,Muito baixo,Muito baixo,Baixo,Muito baixo,Muito baixo,Muito alto,Baixo,Muito baixo
Baixo,Muito baixo,Baixo,Muito baixo,Baixo,Baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Medio,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Medio,Muito baixo
Baixo,Muito baixo,Medio,Muito alto,Muito baixo,Muito alto,Muito baixo,Muito baixo,Baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito alto,Muito baixo,Muito baixo,Muito baixo,Baixo,Alto,Muito alto,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Medio,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Baixo,Baixo,Muito baixo,Baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito alto,Muito baixo
Muito alto,Muito alto,Muito baixo,Muito baixo,Muito baixo,Muito alto,Muito baixo,Muito alto,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Baixo,Baixo,Baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Medio,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito alto,Muito baixo,Muito alto,Baixo,Muito alto,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito alto,Muito alto,Baixo,Muito baixo,Muito alto,Muito baixo,Muito baixo,Medio,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito alto,Baixo,Baixo,Baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Medio,Muito baixo
Muito alto,Muito baixo,Muito baixo,Muito baixo,Baixo,Baixo,Muito baixo,Muito baixo,Baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Baixo,Muito baixo,Muito baixo,Muito alto,Baixo,Muito baixo,Muito alto,Muito baixo,Medio,Muito baixo
Muito baixo,Muito baixo,Muito alto,Baixo,Muito baixo,Baixo,Muito alto,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Baixo,Muito baixo,Muito baixo,Baixo,Medio,Muito baixo,Baixo,Muito alto,Muito baixo
Muito baixo,Muito alto,Muito baixo,Muito alto,Muito baixo,Muito baixo,Muito baixo,Baixo,Muito alto,Muito baixo
Muito alto,Muito baixo,Muito baixo,Muito alto,Muito baixo,Muito baixo,Muito baixo,Muito alto,Baixo,Muito baixo
Muito baixo,Baixo,Baixo,Muito baixo,Muito alto,Medio,Muito baixo,Muito alto,Muito baixo,Muito baixo
Baixo,Muito baixo,Muito baixo,Baixo,Muito alto,Muito baixo,Muito alto,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito alto,Alto,Baixo,Baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito alto,Muito baixo,Muito baixo,Muito baixo,Baixo,Baixo,Muito baixo,Muito baixo,Muito alto,Muito baixo
Baixo,Muito alto,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Baixo,Baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Baixo,Muito baixo,Muito baixo,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo,Muito baixo
Muito alto,Baixo,Medio,Muito baixo,Baixo,Muito baixo,Muito baixo,Muito alto,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Baixo,Muito baixo,Baixo,Muito baixo,Muito alto,Alto,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Medio,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Medio,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito alto,Baixo,Muito alto,Baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Medio,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito alto,Muito alto,Muito baixo,Muito alto,Muito alto,Medio,Muito baixo
Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito alto,Muito alto,Muito baixo,Alto,Muito baixo,Muito alto,Muito baixo,Muito baixo
Muito alto,Muito baixo,Muito baixo,Muito baixo,Muito alto,Muito baixo,Muito alto,Baixo,Medio,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Baixo,Muito baixo,Medio,Muito alto,Muito alto,Muito baixo,Muito baixo,Muito alto,Muito baixo,Muito baixo
Muito baixo,Baixo,Muito alto,Muito baixo,Muito baixo,Baixo,Baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Medio,Muito baixo
Baixo,Muito baixo,Muito baixo,Muito baixo,Baixo,Alto,Muito baixo,Muito alto,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Baixo,Baixo,Alto,Muito baixo,Muito alto,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Baixo,Muito baixo,Muito alto,Muito alto,Muito alto,Muito baixo
Muito alto,Muito baixo,Baixo,Muito alto,Muito baixo,Muito baixo,Baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito alto,Muito alto,Muito baixo,Baixo,Muito baixo,Baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito alto,Baixo,Muito alto,Muito baixo,Muito baixo,Muito baixo,Baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Baixo,Muito alto,Muito baixo,Muito baixo,Medio,Baixo,Muito alto,Medio,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Baixo,Muito baixo,Baixo,Muito baixo,Muito baixo,Muito alto,Muito baixo,Baixo,Medio,Muito baixo
Muito baixo,Muito alto,Muito alto,Muito alto,Muito baixo,Muito baixo,Baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Medio,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Medio,Muito baixo
Muito alto,Muito alto,Medio,Muito baixo,Muito baixo,Baixo,Muito baixo,Muito baixo,Muito alto,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito alto,Muito baixo,Muito baixo,Muito baixo,Muito alto,Baixo,Muito baixo,Muito baixo,Baixo,Muito baixo
Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Medio,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito alto,Muito alto,Muito baixo,Muito alto,Alto,Muito baixo
Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Medio,Muito baixo
Muito baixo,Muito alto,Baixo,Muito baixo,Muito alto,Medio,Muito baixo,Muito baixo,Baixo,Muito baixo
Muito alto,Muito baixo,Baixo,Muito baixo,Muito baixo,Muito baixo,Baixo,Baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Medio,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Medio,Muito baixo
Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Baixo,Medio,Muito alto,Muito baixo,Muito alto,Muito baixo,Muito alto,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Medio,Muito baixo
Baixo,Muito baixo,Muito baixo,Muito alto,Muito alto,Alto,Muito baixo,Muito baixo,Medio,Muito baixo
Muito baixo,Baixo,Muito baixo,Muito baixo,Muito baixo,Baixo,Muito baixo,Muito alto,Alto,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito alto,Muito baixo,Baixo,Baixo,Muito baixo,Baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Medio,Muito baixo
Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Medio,Muito baixo
Baixo,Muito baixo,Muito baixo,Baixo,Muito baixo,Medio,Muito baixo,Muito alto,Muito alto,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Medio,Muito baixo
Muito baixo,Muito alto,Medio,Muito alto,Muito baixo,Muito baixo,Muito alto,Muito baixo,Muito alto,Muito baixo
Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Medio,Muito baixo
Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito baixo
